fx fy fz tx ty tz 
-1.232763 0.002276 14.671754 -0.522408 -0.950577 -0.174560
-1.231414 -0.016982 15.230785 -0.531742 -0.964322 -0.175416
-1.156772 0.079819 15.789885 -0.548597 -0.961215 -0.171257
-1.087588 0.095051 16.248318 -0.560466 -0.953215 -0.168326
-1.068474 -0.041575 17.024527 -0.563260 -0.950858 -0.171934
-1.092536 -0.217290 17.571338 -0.575418 -0.969097 -0.186668
-1.082565 -0.193936 17.982613 -0.596169 -0.978957 -0.197131
-1.055312 -0.361405 18.117932 -0.583666 -0.984847 -0.200295
-1.028012 -0.399578 18.159325 -0.587453 -0.995628 -0.199666
-1.060089 -0.466423 18.106305 -0.595576 -1.000221 -0.196638
-1.079661 -0.430101 17.867073 -0.621084 -0.988082 -0.191673
-1.102646 -0.612226 17.660963 -0.612671 -0.969020 -0.187346
-1.268833 -0.782468 17.579931 -0.577657 -0.963212 -0.185845
-1.286324 -0.823768 17.208363 -0.542311 -0.946569 -0.186130
-1.265490 -0.591937 16.442262 -0.531881 -0.921871 -0.185977
-1.322667 -0.382384 15.786827 -0.518902 -0.917506 -0.186866
-1.271114 -0.422979 15.274091 -0.488840 -0.906151 -0.187482
-1.286223 -0.573963 14.908178 -0.469851 -0.905805 -0.189053
-1.280108 -0.645399 14.424162 -0.473613 -0.902326 -0.189217
-1.281814 -0.655239 13.873426 -0.482564 -0.903004 -0.191053
-1.285580 -0.509209 13.247663 -0.498393 -0.902066 -0.193051
-1.266150 -0.351094 12.661954 -0.500721 -0.891510 -0.193137
-1.223899 -0.168310 12.212795 -0.499893 -0.881445 -0.193300
-1.182753 -0.040371 11.690144 -0.503956 -0.876100 -0.194852
-1.202034 0.079006 11.535367 -0.508761 -0.894154 -0.199857
-1.220863 0.029837 11.364418 -0.499708 -0.905240 -0.202203
-1.128035 -0.008564 11.288035 -0.478455 -0.898901 -0.200498
-1.078731 0.083208 11.223883 -0.479159 -0.899426 -0.201869
-1.005448 0.459116 11.163833 -0.486626 -0.898878 -0.205804
-0.983394 0.502873 11.274300 -0.483241 -0.892161 -0.205274
-0.991571 0.527873 11.374489 -0.483518 -0.894332 -0.207449
-1.093629 0.771566 11.537819 -0.532912 -0.910586 -0.215833
-1.143858 0.913310 11.952048 -0.591914 -0.898852 -0.222098
-1.228832 0.874134 12.690966 -0.611419 -0.889261 -0.226876
-1.414840 0.782611 13.432030 -0.613667 -0.894073 -0.231437
-1.456318 0.856571 14.196279 -0.627160 -0.898152 -0.239356
-1.436875 1.017572 15.182398 -0.638500 -0.897271 -0.240174
-1.418512 1.038977 16.346176 -0.646650 -0.943870 -0.248224
-1.355356 0.744676 17.704655 -0.626122 -0.998641 -0.253495
-1.170548 0.435116 19.154707 -0.624811 -1.064806 -0.263595
-1.024921 0.449765 20.655459 -0.675952 -1.132489 -0.274492
-0.949943 0.226718 22.295861 -0.675293 -1.179400 -0.281141
-0.971750 -0.210899 24.215883 -0.634005 -1.198561 -0.277281
-1.016158 -0.241176 25.618432 -0.646495 -1.242401 -0.283323
