EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8  ForceX ForceY ForceZ tauX tawY tayZ Estimatedtorque
 1     4     0     8     4     4     5     1     0 0 0 0 0 0 4.828740
 1     4     0     8     4     4     5     1     0 0 0 0 0 0 4.764452
 1     21    12    -1    1     -2    1     2     0 0 0 0 0 0 4.685853
 1     21    12    -1    1     -2    1     2     0 0 0 0 0 0 4.594334
 3     5     -4    -13   2     10    5     4     0 0 0 0 0 0 4.491769
 3     5     -4    -13   2     10    5     4     0 0 0 0 0 0 4.380493
 -1    10    2     -3    -4    -4    -1    -2    0 0 0 0 0 0 4.263030
 -1    10    2     -3    -4    -4    -1    -2    0 0 0 0 0 0 4.141861
 -1    10    2     -3    -4    -4    -1    -2    0 0 0 0 0 0 4.019210
 -6    -17   -1    -2    -3    -3    -5    -2    0 0 0 0 0 0 3.897146
 -1    -5    0     -4    -5    -5    -6    -4    0 0 0 0 0 0 3.777809
 -1    -5    0     -4    -5    -5    -6    -4    0 0 0 0 0 0 3.663271
 -1    -5    0     -4    -5    -5    -6    -4    0 0 0 0 0 0 3.555367
 0     -5    -10   -3    -4    -4    -2    -1    0 0 0 0 0 0 3.455582
 0     -5    -10   -3    -4    -4    -2    -1    0 0 0 0 0 0 3.364671
 0     -3    7     7     -4    -9    -2    -1    0 0 0 0 0 0 3.282446
 0     7     5     2     1     -3    -2    -4    0 0 0 0 0 0 3.207784
 2     -28   -3    3     4     6     4     3     0 0 0 0 0 0 3.139195
 2     -28   -3    3     4     6     4     3     0 0 0 0 0 0 3.075787
 2     30    12    1     1     1     0     1     0 0 0 0 0 0 3.017983
 2     30    12    1     1     1     0     1     0 0 0 0 0 0 2.967506
 -2    4     -8    -9    0     -4    -3    -3    0 0 0 0 0 0 2.926600
 -2    8     2     3     0     7     -1    -2    0 0 0 0 0 0 2.896816
 3     -5    8     4     6     0     3     2     0 0 0 0 0 0 2.878254
 3     -5    8     4     6     0     3     2     0 0 0 0 0 0 2.869695
 -1    10    0     1     -4    -5    -4    -3    0 0 0 0 0 0 2.869033
 1     -21   -5    -3    -1    0     -2    -2    0 0 0 0 0 0 2.874084
 1     -21   -5    -3    -1    0     -2    -2    0 0 0 0 0 0 2.883281
 -4    2     2     4     11    3     0     -1    0 0 0 0 0 0 2.895831
 -4    2     2     4     11    3     0     -1    0 0 0 0 0 0 2.911213
 -1    -18   8     3     -1    -4    0     -2    0 0 0 0 0 0 2.928670
 -1    -18   8     3     -1    -4    0     -2    0 0 0 0 0 0 2.947076
 1     4     -2    -6    -7    -1    -2    0     0 0 0 0 0 0 2.965092
 1     4     -2    -6    -7    -1    -2    0     0 0 0 0 0 0 2.981434
 1     4     -2    -6    -7    -1    -2    0     0 0 0 0 0 0 2.994880
 -3    18    0     -3    -7    -6    -3    -2    0 0 0 0 0 0 3.004064
 -3    12    -14   -7    -2    1     -1    -1    0 0 0 0 0 0 3.007539
 -3    12    -14   -7    -2    1     -1    -1    0 0 0 0 0 0 3.004213
 -1    18    8     7     0     -10   -1    -2    0 0 0 0 0 0 2.993795
 4     -27   -13   -4    -1    15    5     4     0 0 0 0 0 0 2.977073
 4     -27   -13   -4    -1    15    5     4     0 0 0 0 0 0 2.955964
 0     13    13    5     0     -1    -2    -1    0 0 0 0 0 0 2.933327
 1     -4    7     4     -1    -1    0     -1    0 0 0 0 0 0 2.912475
 -2    2     1     0     0     -7    -1    -1    0 0 0 0 0 0 2.896214
 -2    2     1     0     0     -7    -1    -1    0 0 0 0 0 0 2.885961
 -3    6     2     -5    -5    -6    -1    -3    0 0 0 0 0 0 2.881456
 -3    6     2     -5    -5    -6    -1    -3    0 0 0 0 0 0 2.881132
 -3    -42   -25   -3    2     2     1     -1    0 0 0 0 0 0 2.883235
 -3    -42   -25   -3    2     2     1     -1    0 0 0 0 0 0 2.887372
 5     1     7     13    2     4     6     4     0 0 0 0 0 0 2.895220
 -1    2     -1    -11   -7    0     -1    -2    0 0 0 0 0 0 2.909859
 0     2     9     11    6     -2    -1    2     0 0 0 0 0 0 2.934111
 0     2     9     11    6     -2    -1    2     0 0 0 0 0 0 2.969012
 0     2     9     11    6     -2    -1    2     0 0 0 0 0 0 3.013402
 0     16    14    4     1     0     -4    -1    0 0 0 0 0 0 3.064853
 -3    -17   -14   -5    -8    10    2     -1    0 0 0 0 0 0 3.121130
 -1    21    3     1     -1    -3    -3    -1    0 0 0 0 0 0 3.180834
 -1    21    3     1     -1    -3    -3    -1    0 0 0 0 0 0 3.243234
 1     7     -3    -4    -3    0     2     -1    0 0 0 0 0 0 3.307717
 1     7     -3    -4    -3    0     2     -1    0 0 0 0 0 0 3.373203
 -2    8     -14   1     -4    -6    -2    -2    0 0 0 0 0 0 3.437967
 -2    8     -14   1     -4    -6    -2    -2    0 0 0 0 0 0 3.499962
 0     -17   -19   -8    -2    -3    -2    -2    0 0 0 0 0 0 3.557333
 -5    4     4     0     -2    0     1     -1    0 0 0 0 0 0 3.608891
 -1    -19   -5    0     -1    7     -2    0     0 0 0 0 0 0 3.653929
 -1    -19   -5    0     -1    7     -2    0     0 0 0 0 0 0 3.691932
 -1    -19   -5    0     -1    7     -2    0     0 0 0 0 0 0 3.722401
 2     26    22    3     1     -3    1     1     0 0 0 0 0 0 3.744903
 1     -2    -7    -5    0     -1    -1    1     0 0 0 0 0 0 3.759345
 5     15    -3    -1    1     7     5     3     0 0 0 0 0 0 3.765864
 5     15    -3    -1    1     7     5     3     0 0 0 0 0 0 3.764713
 0     -38   -13   -3    3     -2    1     0     0 0 0 0 0 0 3.756377
 0     -38   -13   -3    3     -2    1     0     0 0 0 0 0 0 3.741930
 4     25    20    9     2     11    -2    0     0 0 0 0 0 0 3.723266
 -1    -8    -8    -6    4     -1    2     3     0 0 0 0 0 0 3.702629
 -1    -8    -8    -6    4     -1    2     3     0 0 0 0 0 0 3.681852
 -4    -5    -24   -3    -2    -3    -5    -2    0 0 0 0 0 0 3.661666
 2     14    20    2     4     5     3     1     0 0 0 0 0 0 3.641644
 -3    13    5     2     4     -4    -5    -2    0 0 0 0 0 0 3.620671
 -3    13    5     2     4     -4    -5    -2    0 0 0 0 0 0 3.597498
 1     -4    -2    -4    3     0     0     0     0 0 0 0 0 0 3.571202
 1     -4    -2    -4    3     0     0     0     0 0 0 0 0 0 3.541233
 3     11    -3    -4    1     -1    0     1     0 0 0 0 0 0 3.507321
 3     11    -3    -4    1     -1    0     1     0 0 0 0 0 0 3.469440
 1     -4    17    7     -3    4     0     -1    0 0 0 0 0 0 3.427699
 1     -4    17    7     -3    4     0     -1    0 0 0 0 0 0 3.382057
 2     -4    -4    4     4     -5    3     4     0 0 0 0 0 0 3.332254
 2     -45   -2    10    -1    -1    1     3     0 0 0 0 0 0 3.278108
 2     -45   -2    10    -1    -1    1     3     0 0 0 0 0 0 3.220450
 -2    11    28    9     -1    -2    -2    -4    0 0 0 0 0 0 3.161979
 -2    11    28    9     -1    -2    -2    -4    0 0 0 0 0 0 3.106522
 -2    -2    -20   0     -3    -1    -3    -2    0 0 0 0 0 0 3.057576
 -2    -2    -20   0     -3    -1    -3    -2    0 0 0 0 0 0 3.016597
 -2    -17   -4    -6    -6    -4    -4    -5    0 0 0 0 0 0 2.982536
 -2    -17   -4    -6    -6    -4    -4    -5    0 0 0 0 0 0 2.953470
 3     -20   -16   -11   4     3     5     4     0 0 0 0 0 0 2.928323
 3     -20   -16   -11   4     3     5     4     0 0 0 0 0 0 2.907794
 -2    15    0     -11   -9    -2    0     -1    0 0 0 0 0 0 2.893862
 -2    15    0     -11   -9    -2    0     -1    0 0 0 0 0 0 2.888682
 -4    7     10    2     2     -5    -3    -5    0 0 0 0 0 0 2.893836
 -4    7     10    2     2     -5    -3    -5    0 0 0 0 0 0 2.910011
 -4    7     10    2     2     -5    -3    -5    0 0 0 0 0 0 2.937256
 3     13    -2    3     2     3     5     3     0 0 0 0 0 0 2.975431
 -2    -18   6     -14   -11   -2    -4    -3    0 0 0 0 0 0 3.024347
 -2    -18   6     -14   -11   -2    -4    -3    0 0 0 0 0 0 3.083887
 -2    -18   6     -14   -11   -2    -4    -3    0 0 0 0 0 0 3.154048
 5     14    1     5     6     3     0     1     0 0 0 0 0 0 3.234745
 5     14    1     5     6     3     0     1     0 0 0 0 0 0 3.325603
 -2    -17   -11   1     -1    -2    -4    -2    0 0 0 0 0 0 3.425778
 3     7     -2    -3    -3    -2    -3    -1    0 0 0 0 0 0 3.533883
 -2    -10   5     -2    0     -6    -3    0     0 0 0 0 0 0 3.648033
 -2    -10   5     -2    0     -6    -3    0     0 0 0 0 0 0 3.765887
 -4    -1    -22   -8    -12   -4    -3    -2    0 0 0 0 0 0 3.884773
 -4    -1    -22   -8    -12   -4    -3    -2    0 0 0 0 0 0 4.001579
 -4    -1    -22   -8    -12   -4    -3    -2    0 0 0 0 0 0 4.112723
 2     21    7     5     4     0     -2    1     0 0 0 0 0 0 4.214474
 0     -3    -2    10    7     4     3     1     0 0 0 0 0 0 4.303522
 0     -3    -2    10    7     4     3     1     0 0 0 0 0 0 4.377518
 0     -3    -2    10    7     4     3     1     0 0 0 0 0 0 4.435189
 -4    8     1     -9    -4    -4    -5    -5    0 0 0 0 0 0 4.476234
 -4    8     1     -9    -4    -4    -5    -5    0 0 0 0 0 0 4.501056
 2     12    7     13    9     6     3     3     0 0 0 0 0 0 4.510675
 2     12    7     13    9     6     3     3     0 0 0 0 0 0 4.506780
 3     6     12    3     -6    -1    1     3     0 0 0 0 0 0 4.491431
 3     6     12    3     -6    -1    1     3     0 0 0 0 0 0 4.466376
 3     6     12    3     -6    -1    1     3     0 0 0 0 0 0 4.432621
 -6    -25   -21   -16   -9    2     -5    -4    0 0 0 0 0 0 4.390386
 -6    -25   -21   -16   -9    2     -5    -4    0 0 0 0 0 0 4.339724
 -4    -2    2     5     3     -6    -6    -5    0 0 0 0 0 0 4.281164
 2     -13   0     3     -2    -1    5     2     0 0 0 0 0 0 4.215724
 2     -6    20    18    7     1     2     0     0 0 0 0 0 0 4.144604
 2     -6    20    18    7     1     2     0     0 0 0 0 0 0 4.068620
 0     7     -3    0     3     1     3     1     0 0 0 0 0 0 3.987653
 0     7     -3    0     3     1     3     1     0 0 0 0 0 0 3.900883
 -2    5     3     1     -2    -1    -4    -2    0 0 0 0 0 0 3.807444
 0     27    14    -3    0     3     2     1     0 0 0 0 0 0 3.707030
 3     5     0     2     2     -10   1     2     0 0 0 0 0 0 3.600446
 3     5     0     2     2     -10   1     2     0 0 0 0 0 0 3.489579
 3     5     0     2     2     -10   1     2     0 0 0 0 0 0 3.376575
 -9    16    -20   -37   -25   -13   -9    -8    0 0 0 0 0 0 3.263398
 -9    16    -20   -37   -25   -13   -9    -8    0 0 0 0 0 0 3.151605
 -2    -50   -10   -6    -1    4     3     3     0 0 0 0 0 0 3.042714
 -3    17    7     3     -1    -2    -5    -4    0 0 0 0 0 0 2.939155
 2     5     5     5     2     5     0     1     0 0 0 0 0 0 2.844151
 2     5     5     5     2     5     0     1     0 0 0 0 0 0 2.760693
 -1    0     -6    2     3     2     -3    -1    0 0 0 0 0 0 2.690483
 -1    0     -6    2     3     2     -3    -1    0 0 0 0 0 0 2.633238
 0     -3    -7    7     2     -11   -2    -1    0 0 0 0 0 0 2.586797
 0     -3    -7    7     2     -11   -2    -1    0 0 0 0 0 0 2.548216
 2     -1    14    14    7     -4    1     4     0 0 0 0 0 0 2.514575
 -7    -6    -23   -38   -16   -6    -7    -4    0 0 0 0 0 0 2.483120
 5     -15   12    21    11    7     1     1     0 0 0 0 0 0 2.451417
 5     -15   12    21    11    7     1     1     0 0 0 0 0 0 2.417651
 1     -17   2     -2    0     0     1     -1    0 0 0 0 0 0 2.380936
 0     3     -4    0     1     2     0     1     0 0 0 0 0 0 2.341582
 0     28    19    2     -1    -1    -2    -2    0 0 0 0 0 0 2.300828
 -7    16    -5    -13   -7    -7    -3    -5    0 0 0 0 0 0 2.260548
 -7    16    -5    -13   -7    -7    -3    -5    0 0 0 0 0 0 2.222895
 3     4     11    13    4     4     3     1     0 0 0 0 0 0 2.189703
 3     4     11    13    4     4     3     1     0 0 0 0 0 0 2.162207
 4     4     1     6     8     6     5     3     0 0 0 0 0 0 2.140591
 4     4     1     6     8     6     5     3     0 0 0 0 0 0 2.123913
 -3    12    3     1     0     0     -2    -1    0 0 0 0 0 0 2.110731
 3     3     6     6     -1    2     2     2     0 0 0 0 0 0 2.099776
 2     32    14    4     1     5     0     2     0 0 0 0 0 0 2.090456
 2     32    14    4     1     5     0     2     0 0 0 0 0 0 2.083295
 2     32    14    4     1     5     0     2     0 0 0 0 0 0 2.080169
 -1    -1    4     -4    -3    -5    -5    -3    0 0 0 0 0 0 2.083783
 0     -10   -14   -2    5     3     4     1     0 0 0 0 0 0 2.096663
 -3    -20   -16   -2    -5    5     -5    -5    0 0 0 0 0 0 2.120155
 -3    -20   -16   -2    -5    5     -5    -5    0 0 0 0 0 0 2.154204
 0     1     4     2     2     0     4     3     0 0 0 0 0 0 2.197728
 0     1     4     2     2     0     4     3     0 0 0 0 0 0 2.249182
 -5    -11   -4    1     0     -1    -2    -5    0 0 0 0 0 0 2.306897
 -5    -11   -4    1     0     -1    -2    -5    0 0 0 0 0 0 2.369178
 1     4     2     -1    -5    -3    -3    -1    0 0 0 0 0 0 2.434474
 2     -9    -1    2     -1    -3    0     1     0 0 0 0 0 0 2.501642
 3     -43   4     2     6     4     8     6     0 0 0 0 0 0 2.570426
 3     -43   4     2     6     4     8     6     0 0 0 0 0 0 2.642056
 3     -43   4     2     6     4     8     6     0 0 0 0 0 0 2.719773
 0     28    13    0     0     -3    -1    -2    0 0 0 0 0 0 2.808699
 0     28    13    0     0     -3    -1    -2    0 0 0 0 0 0 2.914733
 -2    -6    -14   -9    -7    -1    -2    0     0 0 0 0 0 0 3.042597
 -5    6     1     -5    -5    -6    -5    -4    0 0 0 0 0 0 3.194038
 -1    0     -4    2     1     2     -3    -1    0 0 0 0 0 0 3.367447
 -1    0     -4    2     1     2     -3    -1    0 0 0 0 0 0 3.558500
 -1    0     -4    2     1     2     -3    -1    0 0 0 0 0 0 3.761255
 6     19    39    16    7     4     5     4     0 0 0 0 0 0 3.969231
 6     19    39    16    7     4     5     4     0 0 0 0 0 0 4.176362
 -4    -19   -26   -6    -6    -6    -6    -5    0 0 0 0 0 0 4.377726
 -4    -19   -26   -6    -6    -6    -6    -5    0 0 0 0 0 0 4.569765
 0     8     -10   -6    0     -1    0     0     0 0 0 0 0 0 4.750473
 0     8     -10   -6    0     -1    0     0     0 0 0 0 0 0 4.918944
 -3    -13   0     2     -4    11    -3    -2    0 0 0 0 0 0 5.074682
 -3    -5    0     1     3     -6    1     1     0 0 0 0 0 0 5.217355
 3     -19   -2    -1    2     2     -2    -1    0 0 0 0 0 0 5.346626
 3     -19   -2    -1    2     2     -2    -1    0 0 0 0 0 0 5.462411
 -2    22    -1    -1    0     -5    -2    -2    0 0 0 0 0 0 5.565253
 0     -3    -6    2     -5    -2    0     0     0 0 0 0 0 0 5.656202
 2     10    16    2     4     3     6     4     0 0 0 0 0 0 5.736348
 2     10    16    2     4     3     6     4     0 0 0 0 0 0 5.806347
 -1    0     -3    -3    1     -7    3     0     0 0 0 0 0 0 5.866164
 -1    0     -3    -3    1     -7    3     0     0 0 0 0 0 0 5.915054
 -5    7     -18   1     0     -3    -4    -5    0 0 0 0 0 0 5.951838
 -5    7     -18   1     0     -3    -4    -5    0 0 0 0 0 0 5.975314
 5     30    14    -2    3     10    8     6     0 0 0 0 0 0 5.984704
 -1    28    -5    -7    -6    -3    -2    -1    0 0 0 0 0 0 5.980277
 -3    -16   -11   5     -2    0     -2    -3    0 0 0 0 0 0 5.963673
 4     2     0     -1    2     -2    -1    1     0 0 0 0 0 0 5.937415
 4     2     0     -1    2     -2    -1    1     0 0 0 0 0 0 5.903859
 0     3     -9    -3    -2    1     0     0     0 0 0 0 0 0 5.864304
 0     11    11    0     1     2     1     1     0 0 0 0 0 0 5.818709
 -2    -6    2     -3    -2    -2    -4    -3    0 0 0 0 0 0 5.766165
 -2    -6    2     -3    -2    -2    -4    -3    0 0 0 0 0 0 5.705709
 -3    6     -1    3     0     -3    -3    0     0 0 0 0 0 0 5.636775
 -3    6     -1    3     0     -3    -3    0     0 0 0 0 0 0 5.559307
 -1    24    -1    -5    -1    -4    -2    -2    0 0 0 0 0 0 5.473674
 -1    -15   -2    -1    2     1     -2    -1    0 0 0 0 0 0 5.380815
 1     -30   3     7     0     -6    2     3     0 0 0 0 0 0 5.282460
 4     -13   -7    4     4     4     4     2     0 0 0 0 0 0 5.181208
 -2    -1    7     0     1     0     0     -3    0 0 0 0 0 0 5.080087
 -3    -34   -5    0     -6    0     -1    0     0 0 0 0 0 0 4.981843
 -3    -34   -5    0     -6    0     -1    0     0 0 0 0 0 0 4.888768
 -4    18    12    4     2     -3    -4    -5    0 0 0 0 0 0 4.802998
 -1    -21   -12   -2    1     2     -1    0     0 0 0 0 0 0 4.726573
 3     4     -2    -4    1     -2    2     3     0 0 0 0 0 0 4.661252
 3     4     -2    -4    1     -2    2     3     0 0 0 0 0 0 4.607987
 1     -3    22    4     3     4     5     4     0 0 0 0 0 0 4.566105
 1     -3    22    4     3     4     5     4     0 0 0 0 0 0 4.533594
 -3    16    -13   -5    -4    -2    -4    -3    0 0 0 0 0 0 4.507707
 -3    16    -13   -5    -4    -2    -4    -3    0 0 0 0 0 0 4.485627
 -3    16    -13   -5    -4    -2    -4    -3    0 0 0 0 0 0 4.465279
 -2    2     -6    -11   -4    -1    -4    -4    0 0 0 0 0 0 4.445488
 -2    8     -7    4     3     -3    -4    -2    0 0 0 0 0 0 4.425788
 0     -18   1     -1    5     9     2     1     0 0 0 0 0 0 4.406081
 0     -18   1     -1    5     9     2     1     0 0 0 0 0 0 4.386475
 1     12    0     -2    2     -5    -3    0     0 0 0 0 0 0 4.367246
 1     12    0     -2    2     -5    -3    0     0 0 0 0 0 0 4.348873
 -3    -20   5     -5    -1    -1    -1    -2    0 0 0 0 0 0 4.331942
 4     15    9     -7    -7    0     1     2     0 0 0 0 0 0 4.316917
 3     -5    12    2     6     4     2     3     0 0 0 0 0 0 4.304019
 3     -5    12    2     6     4     2     3     0 0 0 0 0 0 4.293115
 3     -5    12    2     6     4     2     3     0 0 0 0 0 0 4.283660
 -1    1     -14   11    1     1     0     0     0 0 0 0 0 0 4.274630
 -1    1     -14   11    1     1     0     0     0 0 0 0 0 0 4.264463
 -1    29    19    4     -2    -6    -1    0     0 0 0 0 0 0 4.251394
 -1    29    19    4     -2    -6    -1    0     0 0 0 0 0 0 4.234096
 -6    -3    -16   -17   -15   -8    -3    -3    0 0 0 0 0 0 4.212092
 -6    -3    -16   -17   -15   -8    -3    -3    0 0 0 0 0 0 4.185565
 -2    -4    4     1     5     1     -2    -3    0 0 0 0 0 0 4.154866
 -2    -4    4     1     5     1     -2    -3    0 0 0 0 0 0 4.120073
 -2    -4    4     1     5     1     -2    -3    0 0 0 0 0 0 4.080673
 -1    -22   -9    1     1     -5    0     -1    0 0 0 0 0 0 4.035999
 -3    22    5     1     -1    -3    -4    -2    0 0 0 0 0 0 3.985920
 3     -31   -17   -5    -4    2     4     4     0 0 0 0 0 0 3.931176
 3     -31   -17   -5    -4    2     4     4     0 0 0 0 0 0 3.873494
 -6    -29   -2    2     -2    -6    -8    -1    0 0 0 0 0 0 3.815539
 -6    -29   -2    2     -2    -6    -8    -1    0 0 0 0 0 0 3.760534
 -3    4     -7    3     -4    -4    -4    -4    0 0 0 0 0 0 3.711641
 -2    6     7     5     4     -2    -3    -4    0 0 0 0 0 0 3.671333
 2     -56   -11   -6    1     -3    2     1     0 0 0 0 0 0 3.641150
 -2    19    5     4     -1    2     0     -2    0 0 0 0 0 0 3.622354
 3     32    0     -7    3     5     4     5     0 0 0 0 0 0 3.616444
 -2    -18   -22   -8    -3    2     1     -5    0 0 0 0 0 0 3.625271
 -2    -18   -22   -8    -3    2     1     -5    0 0 0 0 0 0 3.650810
 4     10    9     11    9     5     6     4     0 0 0 0 0 0 3.694274
 -2    13    17    2     -5    -1    -3    -4    0 0 0 0 0 0 3.755421
 -1    -22   -12   -13   -3    2     2     1     0 0 0 0 0 0 3.832908
 -1    -22   -12   -13   -3    2     2     1     0 0 0 0 0 0 3.924790
 2     14    9     10    4     1     0     0     0 0 0 0 0 0 4.028856
 2     14    9     10    4     1     0     0     0 0 0 0 0 0 4.142876
 4     -3    9     8     5     1     1     3     0 0 0 0 0 0 4.264451
 4     -3    9     8     5     1     1     3     0 0 0 0 0 0 4.390791
 -7    29    -21   -16   -7    6     -4    -5    0 0 0 0 0 0 4.518929
 2     20    3     5     0     -1    -1    0     0 0 0 0 0 0 4.646423
 2     -3    -12   2     2     -1    2     2     0 0 0 0 0 0 4.771669
 -3    -12   -8    -6    -3    0     -2    -2    0 0 0 0 0 0 4.893628
 -3    -12   -8    -6    -3    0     -2    -2    0 0 0 0 0 0 5.011484
 -8    -4    -6    -12   -9    -6    -8    -5    0 0 0 0 0 0 5.124287
 -3    -10   -19   -11   -6    -3    -2    -1    0 0 0 0 0 0 5.230911
 0     -16   -5    7     3     -2    -2    -2    0 0 0 0 0 0 5.330324
 0     -16   -5    7     3     -2    -2    -2    0 0 0 0 0 0 5.421968
 -3    19    -2    -12   -3    -4    0     0     0 0 0 0 0 0 5.505561
 -3    19    -2    -12   -3    -4    0     0     0 0 0 0 0 0 5.581184
 2     -11   1     3     -3    -2    -2    -1    0 0 0 0 0 0 5.649242
