EMG1  EMG2  EMG3  EMG4  EMG5  EMG6  EMG7  EMG8   ActualForce  EstimatedForce
 -20   -5    -11   -4    -4    -4    -4    -17  -23.62  -30.787989
 12    48    2     -1    -1    -3    -8    4    -23.55  -30.540119
 13    15    -1    0     -1    -2    1     7    -23.30  -30.402222
 20    12    2     0     1     2     -10   12   -23.17  -30.356476
 20    12    2     0     1     2     -10   12   -23.06  -30.394758
 -8    -31   -1    -1    0     -1    -8    -7   -22.76  -30.512800
 -8    -31   -1    -1    0     -1    -8    -7   -21.97  -30.695303
 -10   23    -1    -1    -1    0     13    4    -21.83  -30.916063
 -6    45    7     2     -3    -2    -7    6    -21.49  -31.148695
 -6    45    7     2     -3    -2    -7    6    -21.24  -31.366898
 -9    -2    0     1     3     3     -10   -5   -20.88  -31.544645
 -2    3     4     1     -1    3     10    15   -20.60  -31.659731
 4     -14   -2    1     -1    -2    1     5    -20.44  -31.693024
 -11   -12   -11   -5    -4    -3    -1    -19  -20.00  -31.629469
 0     -8    -3    -4    -2    -2    -4    5    -19.17  -31.462080
 0     -8    -3    -4    -2    -2    -4    5    -18.71  -31.183180
 1     23    4     -1    1     -3    -2    7    -18.46  -30.779245
 -11   -10   -5    -1    0     0     -1    -11  -18.23  -30.245289
